Price,Close,High,Low,Open,Volume
Ticker,KO,KO,KO,KO,KO
Date,,,,,
2010-01-04,17.949798583984375,18.00644250353385,17.90574246887681,17.98756079687099,13870400
2010-01-05,17.732664108276367,17.934065388812247,17.666579932076978,17.89000807090682,23172400
2010-01-06,17.726369857788086,17.76098451817435,17.616228373303947,17.73266255935718,19264600
2010-01-07,17.682313919067383,17.73895784110751,17.543851665435497,17.72637123655127,13234600
2010-01-08,17.355043411254883,17.509239856619473,17.229167733029577,17.45259592146203,28712400
2010-01-11,17.707489013671875,17.764132934063348,17.244897397287883,17.355038887133134,28642400
2010-01-12,17.899442672729492,17.937204873181773,17.641398768834605,17.650839018838,23269800
2010-01-13,17.946651458740234,18.0725271052696,17.83965751932201,17.893155089250687,15157400
2010-01-14,17.97812271118164,18.015884928620824,17.864834858424835,17.94980074799244,12392600
2010-01-15,17.713783264160156,18.047351690311828,17.635111284341118,17.921477242864853,27460800
2010-01-19,17.75469207763672,17.776721336698127,17.597348115798297,17.69175545325268,14615400
2010-01-20,17.465179443359375,17.74525149821866,17.399095268706112,17.672873421154733,18810200
2010-01-21,17.10958480834961,17.490358169181068,17.052940877000776,17.480916713663362,27396800
2010-01-22,17.068675994873047,17.26378219985146,16.986856450552224,17.103290663151032,23551400
2010-01-25,17.10328483581543,17.163076297933294,16.955382356833024,17.147342144906094,16853200
2010-01-26,17.037202835083008,17.15049067195886,16.95223695742612,17.01517477796149,15515000
2010-01-27,17.15363883972168,17.200842510232846,16.89874238019116,16.993148520774284,20414800
2010-01-28,17.049787521362305,17.25748145084043,17.034053369215556,17.216571694907795,20905200
2010-01-29,17.071819305419922,17.28895353355197,16.961679015883185,17.13160957681999,22146800
2010-02-01,17.112730026245117,17.169373949868007,16.99314827632578,17.1536385929645,14517600
2010-02-02,17.323577880859375,17.373927923656527,17.040359340290276,17.159939941658696,16888600
2010-02-03,17.266931533813477,17.29525350397967,17.15993755767892,17.282665694919242,15899400
2010-02-04,16.81377410888672,17.20713397256002,16.804333856299053,17.166224210615066,21342800
2010-02-05,16.706785202026367,16.813779165138367,16.530559497947955,16.7539888800379,29285000
2010-02-08,16.56832504272461,16.763431282646746,16.543149424443275,16.763431282646746,16721200
2010-02-09,16.99629020690918,17.301537804770213,16.794890175493645,16.895590191201414,31495000
2010-02-10,16.927066802978516,17.181963299561545,16.73195939024756,17.181963299561545,18717600
2010-02-11,17.0623836517334,17.096999523616237,16.763429813264594,16.867276228473663,26327200
2010-02-12,16.986852645874023,17.119022187697176,16.873564810151056,16.967970939773842,24640000
2010-02-16,17.25119972229004,17.25119972229004,16.971127534967664,17.15364598944439,19339400
2010-02-17,17.41168785095215,17.480918395586674,17.232314584129576,17.24804994469328,17064600
2010-02-18,17.594202041625977,17.597348392719024,17.355039744061227,17.355039744061227,17264600
2010-02-19,17.534414291381836,17.591058222723937,17.36448249735553,17.559588705067572,18944800
2010-02-22,17.42741584777832,17.578465892342365,17.392799987483404,17.559584186607218,13487600
2010-02-23,17.25434112548828,17.496649794123485,17.241753319199905,17.436859514912616,14835600
2010-02-24,17.358190536499023,17.36448444073469,17.21028678805957,17.307840503053175,14470600
2010-02-25,16.716222763061523,16.860980125425908,16.555732444481727,16.72251666581121,63648600
2010-02-26,16.59035301208496,16.706787244860585,16.4361553521068,16.706787244860585,63095400
2010-03-01,16.763425827026367,16.79489413919719,16.612375767815927,16.747691670940956,39449800
2010-03-02,16.77286720275879,16.895595309050805,16.72566473134453,16.798042814531122,24506200
2010-03-03,16.971118927001953,17.030909197196625,16.73510299666216,16.77286520939358,26574200
2010-03-04,17.141054153442383,17.32042620076141,17.093850477647123,17.213432242672926,28983200
2010-03-05,17.213430404663086,17.292102388961876,17.106436457999163,17.210282853045175,24238600
2010-03-08,17.137908935546875,17.266930973127852,17.093852805705495,17.219728491343304,18915600
2010-03-09,17.049787521362305,17.178809489667824,16.97740946113617,17.100137528495218,23070000
2010-03-10,17.056087493896484,17.109583870326723,17.00573746884008,17.074968003018082,21574800
2010-03-11,17.005327224731445,17.06243476535094,16.814969562842798,17.06243476535094,29130600
2010-03-12,16.926008224487305,17.059259531568102,16.89745445941744,17.03387786916632,22334400
2010-03-15,17.02118682861328,17.081466456393603,16.932352227880386,17.046567278633983,23874000
2010-03-16,17.037050247192383,17.090984461440122,16.99580565318492,17.06877611318938,22287800
2010-03-17,17.08146858215332,17.129058595977874,17.0053248020869,17.075123166292425,26074400
2010-03-18,17.11637306213379,17.14492683721365,17.049747990369013,17.100510122703803,23496200
2010-03-19,17.370182037353516,17.468534188694054,17.005328414563547,17.370182037353516,43610800
2010-03-22,17.30355453491211,17.40190546213568,17.25913783097057,17.287691599256476,18127400
2010-03-23,17.54467010498047,17.55736093457372,17.262305802983313,17.357484604404448,19081200
2010-03-24,17.32893180847168,17.563707327971372,17.325759706028688,17.51929063218434,17052600
2010-03-25,17.386045455932617,17.50660596570515,17.338456640947264,17.42094464641398,16638800
2010-03-26,17.33844757080078,17.439971775310724,17.290857570446253,17.38286425899088,16276800
2010-03-29,17.376523971557617,17.436803607562325,17.344796891872765,17.386041490330904,13853600
2010-03-30,17.408254623413086,17.465362172270193,17.32576661409986,17.41777335506572,13631600
2010-03-31,17.449493408203125,17.541500118455257,17.290861649946734,17.382868360198866,22922000
2010-04-01,17.54467010498047,17.58591469602647,17.490735894605336,17.563706349370346,14346000
2010-04-05,17.405078887939453,17.627163619347204,17.338453831596453,17.627163619347204,19191800
2010-04-06,17.2242374420166,17.398732142556373,17.202029091598686,17.398732142556373,17604200
2010-04-07,17.07512664794922,17.227413028869268,16.992638645466737,17.227413028869268,24060800
2010-04-08,17.056089401245117,17.062434818029597,16.95456515322246,17.062434818029597,19466800
2010-04-09,17.319416046142578,17.325761461935837,17.084640502849183,17.103676750228967,20640600
2010-04-12,17.373350143432617,17.40507722217694,17.294034261968278,17.338452172210324,16930400
2010-04-13,17.455846786499023,17.474883041868587,17.338459570715433,17.347977093267804,15055000
2010-04-14,17.43362808227539,17.46852725794539,17.338449282434365,17.459008530776416,13865200
2010-04-15,17.214717864990234,17.376522936080068,17.173474479254157,17.37334962316851,20351000
2010-04-16,17.439971923828125,17.493906128442838,17.186160200127848,17.205196442484567,35075600
2010-04-19,17.551015853881836,17.551015853881836,17.424109976061768,17.44314622081402,26468600
2010-04-20,17.281343460083008,17.541499436691183,17.233753450350004,17.519291088219575,32508800
2010-04-21,17.19251251220703,17.316246321774052,17.13223286928808,17.31307300830941,19263200
2010-04-22,17.23058319091797,17.294034930330213,17.132231058406028,17.176647760100337,20295600
2010-04-23,17.09416389465332,17.278176161795884,17.049747182248723,17.278176161795884,21675400
