Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-01-04,6.44741153717041,6.462173547846706,6.398305125415508,6.4299380628982306,493729600
2010-01-05,6.458559513092041,6.495012835085951,6.424515979042845,6.465187536085361,601904800
2010-01-06,6.355828285217285,6.484168111066933,6.349200261478226,6.458560239764379,552160000
2010-01-07,6.3440775871276855,6.386858061227115,6.297983905950611,6.379326216802095,477131200
2010-01-08,6.386253833770752,6.386856783438807,6.2982847241288615,6.335641056064525,447610800
2010-01-11,6.3299174308776855,6.416983118453662,6.279906800179868,6.410957644337157,462229600
2010-01-12,6.257915019989014,6.319675337060301,6.218750637423349,6.302201056536096,594459600
2010-01-13,6.346187591552734,6.354623258754962,6.148858462838115,6.262436282831024,605892000
2010-01-14,6.309431552886963,6.340462345962333,6.29707973174577,6.329918167266383,432894000
2010-01-15,6.203988075256348,6.374806663969704,6.202180432834918,6.354621323597082,594067600
2010-01-19,6.47844123840332,6.48296034391599,6.243453785263195,6.2762914119515205,730007600
2010-01-20,6.37872314453125,6.493806492744263,6.311540308727082,6.474525376052814,612152800
2010-01-21,6.268458366394043,6.426322579669442,6.242549630635982,6.3892671183737875,608154400
2010-01-22,5.957551956176758,6.251287019875702,5.939777609672108,6.229596114681881,881767600
2010-01-25,6.117824554443359,6.166930554641268,6.031059747019801,6.100953630839738,1065699600
2010-01-26,6.204289436340332,6.438373904160737,6.103063872722992,6.2045907100814786,1867110000
2010-01-27,6.262734413146973,6.344075897870032,6.011176105385427,6.2317036246132425,1722568400
2010-01-28,6.003946304321289,6.191033259062565,5.986171959598622,6.173861461770131,1173502400
2010-01-29,5.7861328125,6.091617636479521,5.731603456268728,6.057875772171239,1245952400
2010-02-01,5.866569519042969,5.904830481682376,5.763235033881686,5.795470521385862,749876400
2010-02-02,5.900611400604248,5.914469990483004,5.825897535909024,5.902118171303901,698342400
2010-02-03,6.002139091491699,6.031362241714344,5.857229642029051,5.879824770044892,615328000
2010-02-04,5.785830020904541,5.976230190435861,5.771368881941498,5.926822103448033,757652000
2010-02-05,5.888561725616455,5.904830508555619,5.749677740994549,5.803303665472851,850306800
2010-02-08,5.8481926918029785,5.961469220035008,5.844577406431484,5.895491870943987,478270800
2010-02-09,5.910553932189941,5.950019582608062,5.867171321196871,5.917482825480562,632886800
2010-02-10,5.878318786621094,5.922906900336321,5.852410048038444,5.90151606139598,370361600
2010-02-11,5.985267162322998,6.017804318201152,5.846383210847992,5.871087250884195,550345600
2010-02-12,6.03678560256958,6.074745291647585,5.889767226390553,5.968397666136715,655468800
2010-02-16,6.1277689933776855,6.136505531170542,6.071130726799679,6.083783823915235,543737600
2010-02-17,6.102160453796387,6.1551830233001334,6.051245593776783,6.151567738406341,436396800
2010-02-18,6.113607883453369,6.14252975957413,6.053053069850653,6.074442700415076,422825200
2010-02-19,6.075647354125977,6.121741424386588,6.058776429662075,6.081371956490382,415469600
2010-02-22,6.037992000579834,6.100655753301873,6.000936524546448,6.095835774042309,390563600
2010-02-23,5.936764717102051,6.065405796066256,5.896093966494736,6.025337190740007,575094800
2010-02-24,6.0452189445495605,6.068717484197806,5.960260984059932,5.972010656118557,460566400
2010-02-25,6.085590839385986,6.1114995785345725,5.931643566605475,5.946405578757762,665126000
2010-02-26,6.164522647857666,6.181092302839909,6.085590931924994,6.097038932858372,507460800
2010-03-01,6.296174049377441,6.311538200169556,6.189525194619943,6.198563001362568,550093600
2010-03-02,6.291959762573242,6.351610366483439,6.2585187727562115,6.3244961265140365,566546400
2010-03-03,6.306419849395752,6.322688635107807,6.264544398816588,6.294670975295386,372052800
2010-03-04,6.347992420196533,6.354319167793294,6.28532869832281,6.304911890737833,366041200
2010-03-05,6.596238136291504,6.6188332660537235,6.466090687632098,6.475430174190809,899620400
2010-03-08,6.600153923034668,6.630581362526852,6.575148606118094,6.62817157496376,429889600
2010-03-09,6.718852996826172,6.778503585752878,6.564303195196142,6.57695628947838,920259200
2010-03-10,6.773684024810791,6.792965545643073,6.724276736616724,6.743256581451337,596218000
2010-03-11,6.793564796447754,6.793564796447754,6.727889151379539,6.745664296875901,405700400
2010-03-12,6.82670783996582,6.860750570662187,6.801099970704607,6.849904714499217,416323600
2010-03-15,6.743557453155518,6.793566883659309,6.6354021898586,6.7899524031880825,493502800
2010-03-16,6.761936187744141,6.777903298343007,6.703490674235565,6.753802196648558,446908000
2010-03-17,6.751995086669922,6.8221898827396545,6.726387613818843,6.775493642565182,450956800
2010-03-18,6.767960071563721,6.77850425079431,6.706501432013121,6.751389612740826,342109600
2010-03-19,6.695655345916748,6.785734179314842,6.66492582792976,6.7721772638046325,559445600
2010-03-22,6.770971775054932,6.808630586587709,6.632389086267751,6.642029844992198,456419600
2010-03-23,6.879730701446533,6.892384200827027,6.75139047828119,6.797785838206922,602431200
2010-03-24,6.910157680511475,6.935162998640181,6.854121569467713,6.85803853031347,597780400
2010-03-25,6.828211784362793,6.958359606365025,6.816160836639677,6.956852835665065,542284400
2010-03-26,6.9562530517578125,6.987885591735591,6.885454920650151,6.897505871767038,640875200
2010-03-29,7.00114107131958,7.045728787497315,6.977944196335638,7.01951917463181,540744400
2010-03-30,7.105380058288574,7.154487288151659,7.057177052109878,7.127975192295167,527310000
2010-03-31,7.079771995544434,7.128276676468776,7.063504014358046,7.094534814392786,430659600
2010-04-01,7.1089935302734375,7.192142669018149,7.011985799503308,7.152376144318524,603145200
2010-04-05,7.184914588928223,7.185517136548914,7.072843144888032,7.079170297140016,684507600
2010-04-06,7.216547012329102,7.237635371882386,7.14002508324281,7.1761771313836915,447017200
2010-04-07,7.248480319976807,7.288247648398861,7.1900340200452,7.216846980138802,628502000
2010-04-08,7.22890043258667,7.276801766179143,7.1713583361671756,7.243662448430784,572989200
2010-04-09,7.284329891204834,7.287343432684855,7.244261695664152,7.273484842434903,334182800
2010-04-12,7.299395561218262,7.322894111823873,7.284934419633652,7.2966836949364575,333026400
2010-04-13,7.303613185882568,7.314760718998667,7.263845847748187,7.286441785553267,306210800
2010-04-14,7.401824951171875,7.405440235941437,7.353020215721272,7.389473130443826,404076400
2010-04-15,7.49913215637207,7.502445764204697,7.396399855463588,7.404533841575675,376784800
2010-04-16,7.453340530395508,7.56601447685539,7.367479540065198,7.488588345361521,750545600
2010-04-19,7.443400859832764,7.468104504402888,7.283728980259925,7.442195764757668,566924400
2010-04-20,7.368685245513916,7.5090755785723164,7.319578836761841,7.487685547080738,738326400
2010-04-21,7.809443950653076,7.840474762133289,7.704301363899623,7.79679044603139,982391200
2010-04-22,8.02785873413086,8.03629440011768,7.718457394675488,7.779916442395791,793424800
2010-04-23,8.159210205078125,8.199880955984687,8.043825170610834,8.073650066154586,796955600
2010-04-26,8.119140625,8.208315229454598,8.079674171356412,8.190842158802145,479068800
2010-04-27,7.894394874572754,8.069129594803567,7.848602882008225,8.051957396474583,709343600
2010-04-28,7.881141662597656,7.953444954361459,7.724784195275597,7.9308506281992805,758402400
2010-04-29,8.093233108520508,8.134204730171485,7.893493033977451,7.923920476461349,558840800
2010-04-30,7.865777015686035,8.151377307739166,7.863065954006681,8.11341761741217,542463600
2010-05-03,8.02424144744873,8.070335922860266,7.9197014812151165,7.948623757385237,454342000
2010-05-04,7.793169975280762,7.93205434417511,7.735026158654306,7.920004199877588,723819600
2010-05-05,7.712128639221191,7.7769012761184975,7.493408766248411,7.622954040043022,883103200
2010-05-06,7.418694972991943,7.780214537090117,6.002740464259821,7.647054789416386,1285860800
2010-05-07,7.105679988861084,7.428337365667049,6.784831059184402,7.3421754789523295,1676018400
2010-05-10,7.651874542236328,7.67175860542924,7.4873831327132905,7.539201402019638,984306400
2010-05-11,7.728096008300781,7.829622419504037,7.5467332812078665,7.5871023440715915,848906800
2010-05-12,7.895899772644043,7.9272314249302545,7.793770830208449,7.810037996893418,654379600
2010-05-13,7.78353214263916,7.983573119885688,7.724483282053818,7.929947187723743,599712400
2010-05-14,7.646752834320068,7.726890020728299,7.516605828175176,7.6871227011909,759362800
2010-05-17,7.658810138702393,7.717859021927117,7.462685243443628,7.673271286709199,762834800
2010-05-18,7.602771759033203,7.789255814385649,7.539505066271295,7.74195703506445,782678400
2010-05-19,7.481662273406982,7.619642457334495,7.376520531779189,7.516609230093463,1025726800
2010-05-20,7.162920951843262,7.346392230231454,7.1162239255718065,7.287041707203514,1282915200
2010-05-21,7.300299644470215,7.365975718965748,6.96980914884795,7.014095187395447,1223891200
2010-05-24,7.434061527252197,7.55878646345304,7.418998642155289,7.44972776440116,754238800
2010-05-25,7.38766622543335,7.434060775668289,7.14484520545946,7.210822147916121,1048006400
2010-05-26,7.354224681854248,7.5958413929096364,7.343378827286475,7.534081483324818,850654000
2010-05-27,7.632592678070068,7.648861454588882,7.504855872909443,7.549744438452304,666282400
2010-05-28,7.738943576812744,7.81486295748544,7.632595947776507,7.8145620859518115,815614800
2010-06-01,7.857941150665283,8.011888372297971,7.801604182406003,7.823596757563396,876472800
2010-06-02,7.951937198638916,7.977544254164704,7.84287773784709,7.9697111386592345,688548000
2010-06-03,7.926934242248535,8.000141755445346,7.845290259222875,7.988994223985602,650106800
2010-06-04,7.7112274169921875,7.89017921370683,7.671159211356839,7.77901200564106,758304400
2010-06-07,7.559990406036377,7.807330117485726,7.548240327731349,7.781421379851073,886942000
2010-06-08,7.511486053466797,7.646152593297896,7.400619735746495,7.629281264647984,1000770400
2010-06-09,7.326809883117676,7.588913233726489,7.305420652353679,7.5759580595041545,854630000
2010-06-10,7.547035217285156,7.5611938750765395,7.29668199111175,7.376216642316463,776356000
