Date,Predicted_Close
2010-10-18,47.498394
2010-10-19,47.534187
2010-10-20,47.57114
2010-10-21,47.60089
2010-10-22,47.617973
2010-10-25,47.6199
2010-10-26,47.60955
2010-10-27,47.592567
2010-10-28,47.57463
2010-10-29,47.55871
2010-11-01,47.54363
2010-11-02,47.52974
2010-11-03,47.521214
2010-11-04,47.5225
2010-11-05,47.536995
2010-11-08,47.562675
2010-11-09,47.593727
2010-11-10,47.622223
2010-11-11,47.642754
2010-11-12,47.653114
2010-11-15,47.649506
2010-11-16,47.631485
2010-11-17,47.60119
2010-11-18,47.563366
2010-11-19,47.529247
2010-11-22,47.507397
2010-11-23,47.503258
2010-11-24,47.514225
2010-11-26,47.535305
2010-11-29,47.56113
2010-11-30,47.586662
2010-12-01,47.605385
2010-12-02,47.61595
2010-12-03,47.621883
2010-12-06,47.626186
2010-12-07,47.631824
2010-12-08,47.63901
2010-12-09,47.647324
2010-12-10,47.655296
2010-12-13,47.66139
2010-12-14,47.665512
2010-12-15,47.667393
2010-12-16,47.66706
2010-12-17,47.66568
2010-12-20,47.66411
2010-12-21,47.663567
2010-12-22,47.665844
2010-12-23,47.671795
2010-12-27,47.679737
2010-12-28,47.687607
2010-12-29,47.694355
2010-12-30,47.699306
2010-12-31,47.70139
2011-01-03,47.699677
2011-01-04,47.698284
2011-01-05,47.702183
2011-01-06,47.714035
2011-01-07,47.732586
2011-01-10,47.75476
2011-01-11,47.779938
2011-01-12,47.806187
2011-01-13,47.83141
2011-01-14,47.8543
2011-01-18,47.874805
2011-01-19,47.888462
2011-01-20,47.89048
2011-01-21,47.87744
2011-01-24,47.847702
2011-01-25,47.811436
2011-01-26,47.783554
2011-01-27,47.773983
2011-01-28,47.78372
2011-01-31,47.802578
2011-02-01,47.82041
2011-02-02,47.83452
2011-02-03,47.84493
2011-02-04,47.851894
2011-02-07,47.857903
2011-02-08,47.867943
2011-02-09,47.885868
2011-02-10,47.912384
2011-02-11,47.94185
2011-02-14,47.968002
2011-02-15,47.98805
2011-02-16,48.00156
2011-02-17,48.0112
2011-02-18,48.017006
2011-02-22,48.014023
2011-02-23,47.99352
2011-02-24,47.956017
2011-02-25,47.910534
2011-02-28,47.87048
2011-03-01,47.84877
2011-03-02,47.84786
2011-03-03,47.863388
2011-03-04,47.89157
2011-03-07,47.926746
2011-03-08,47.959137
2011-03-09,47.98131
2011-03-10,47.989304
2011-03-11,47.980804
2011-03-14,47.961536
2011-03-15,47.94136
2011-03-16,47.923187
2011-03-17,47.89861
2011-03-18,47.864666
2011-03-21,47.82378
2011-03-22,47.785866
2011-03-23,47.762047
2011-03-24,47.755817
2011-03-25,47.767277
2011-03-28,47.79559
2011-03-29,47.83457
2011-03-30,47.87512
2011-03-31,47.90802
2011-04-01,47.927658
2011-04-04,47.931564
2011-04-05,47.920036
2011-04-06,47.896503
2011-04-07,47.8668
2011-04-08,47.83752
2011-04-11,47.812325
2011-04-12,47.79044
2011-04-13,47.771572
2011-04-14,47.75842
2011-04-15,47.750996
2011-04-18,47.74494
2011-04-19,47.739372
2011-04-20,47.73875
2011-04-21,47.748493
2011-04-25,47.773773
2011-04-26,47.81469
2011-04-27,47.86285
2011-04-28,47.90697
2011-04-29,47.93669
2011-05-02,47.949234
2011-05-03,47.94612
2011-05-04,47.93303
2011-05-05,47.918114
2011-05-06,47.905838
2011-05-09,47.89747
2011-05-10,47.893032
2011-05-11,47.89248
2011-05-12,47.893795
2011-05-13,47.89429
2011-05-16,47.889477
2011-05-17,47.873512
2011-05-18,47.847538
2011-05-19,47.81996
2011-05-20,47.799397
2011-05-23,47.787537
2011-05-24,47.781727
2011-05-25,47.777615
2011-05-26,47.7744
2011-05-27,47.77212
2011-05-31,47.771847
2011-06-01,47.78023
2011-06-02,47.79957
2011-06-03,47.82633
2011-06-06,47.853184
2011-06-07,47.870304
2011-06-08,47.869217
2011-06-09,47.849304
2011-06-10,47.817062
2011-06-13,47.779003
2011-06-14,47.742115
2011-06-15,47.71567
2011-06-16,47.701862
2011-06-17,47.69662
2011-06-20,47.6926
2011-06-21,47.681854
2011-06-22,47.667233
2011-06-23,47.65441
2011-06-24,47.651302
2011-06-27,47.65995
2011-06-28,47.679085
2011-06-29,47.70674
2011-06-30,47.737312
2011-07-01,47.765156
2011-07-05,47.79048
2011-07-06,47.817707
2011-07-07,47.849644
2011-07-08,47.887608
2011-07-11,47.930218
2011-07-12,47.96925
2011-07-13,47.996155
2011-07-14,48.009583
2011-07-15,48.012356
2011-07-18,48.01253
2011-07-19,48.021713
2011-07-20,48.046497
2011-07-21,48.08985
2011-07-22,48.147007
2011-07-25,48.20983
2011-07-26,48.271633
2011-07-27,48.328278
2011-07-28,48.36998
2011-07-29,48.38925
2011-08-01,48.385784
2011-08-02,48.368874
2011-08-03,48.345497
2011-08-04,48.3224
2011-08-05,48.296608
2011-08-08,48.262283
2011-08-09,48.2085
2011-08-10,48.144844
2011-08-11,48.084118
2011-08-12,48.04006
2011-08-15,48.023678
2011-08-16,48.038605
2011-08-17,48.07692
2011-08-18,48.123913
2011-08-19,48.157883
2011-08-22,48.159447
2011-08-23,48.12587
2011-08-24,48.078686
2011-08-25,48.043568
2011-08-26,48.033234
2011-08-29,48.052643
2011-08-30,48.099567
2011-08-31,48.16219
2011-09-01,48.221676
2011-09-02,48.260887
2011-09-06,48.269104
2011-09-07,48.250927
2011-09-08,48.222225
2011-09-09,48.19818
2011-09-12,48.183594
2011-09-13,48.178173
2011-09-14,48.18172
2011-09-15,48.194275
2011-09-16,48.215424
2011-09-19,48.246197
2011-09-20,48.290596
2011-09-21,48.347836
2011-09-22,48.40947
2011-09-23,48.458782
2011-09-26,48.48494
2011-09-27,48.486515
2011-09-28,48.467075
2011-09-29,48.43373
2011-09-30,48.392292
2011-10-03,48.34388
2011-10-04,48.287933
2011-10-05,48.226994
2011-10-06,48.170753
2011-10-07,48.12839
2011-10-10,48.100025
2011-10-11,48.09261
2011-10-12,48.11608
2011-10-13,48.169815
2011-10-14,48.245403
2011-10-17,48.33595
2011-10-18,48.429424
2011-10-19,48.51256
2011-10-20,48.562374
2011-10-21,48.56422
2011-10-24,48.521553
2011-10-25,48.458603
2011-10-26,48.397537
2011-10-27,48.35324
2011-10-28,48.334236
2011-10-31,48.339138
2011-11-01,48.359077
2011-11-02,48.3784
2011-11-03,48.38596
2011-11-04,48.382694
2011-11-07,48.37329
2011-11-08,48.362625
2011-11-09,48.358414
2011-11-10,48.358707
2011-11-11,48.35226
2011-11-14,48.33204
2011-11-15,48.29621
2011-11-16,48.255028
2011-11-17,48.219326
2011-11-18,48.19125
2011-11-21,48.1688
2011-11-22,48.1469
2011-11-23,48.12681
2011-11-25,48.107246
2011-11-28,48.08496
2011-11-29,48.067207
2011-11-30,48.06007
2011-12-01,48.068905
2011-12-02,48.097305
2011-12-05,48.142002
2011-12-06,48.19558
2011-12-07,48.247192
2011-12-08,48.286163
2011-12-09,48.308006
2011-12-12,48.31586
2011-12-13,48.314777
2011-12-14,48.307926
2011-12-15,48.293186
2011-12-16,48.269157
2011-12-19,48.239746
2011-12-20,48.21158
2011-12-21,48.19775
2011-12-22,48.20617
2011-12-23,48.23538
2011-12-27,48.27962
2011-12-28,48.331005
2011-12-29,48.378063
2011-12-30,48.41295
2012-01-03,48.43316
2012-01-04,48.443756
2012-01-05,48.452435
2012-01-06,48.466198
2012-01-09,48.48955
2012-01-10,48.520447
2012-01-11,48.553246
2012-01-12,48.58126
2012-01-13,48.598915
2012-01-17,48.60354
2012-01-18,48.59947
2012-01-19,48.595634
2012-01-20,48.59733
2012-01-23,48.60084
2012-01-24,48.604965
2012-01-25,48.605812
2012-01-26,48.615005
2012-01-27,48.64143
2012-01-30,48.684128
2012-01-31,48.738834
2012-02-01,48.79882
2012-02-02,48.854954
2012-02-03,48.898403
2012-02-06,48.927105
2012-02-07,48.945614
2012-02-08,48.96176
2012-02-09,48.984856
2012-02-10,49.027454
2012-02-13,49.091423
2012-02-14,49.1719
2012-02-15,49.261486
2012-02-16,49.341137
2012-02-17,49.397053
2012-02-21,49.425278
2012-02-22,49.437088
2012-02-23,49.444546
2012-02-24,49.45628
2012-02-27,49.47871
2012-02-28,49.513145
2012-02-29,49.560226
2012-03-01,49.619347
2012-03-02,49.685192
2012-03-05,49.749092
2012-03-06,49.794933
2012-03-07,49.81086
2012-03-08,49.79703
2012-03-09,49.76987
2012-03-12,49.748634
2012-03-13,49.748466
2012-03-14,49.78274
2012-03-15,49.86315
2012-03-16,49.979774
2012-03-19,50.107544
2012-03-20,50.22996
2012-03-21,50.337658
2012-03-22,50.42166
2012-03-23,50.475475
2012-03-26,50.497234
2012-03-27,50.498997
2012-03-28,50.49939
2012-03-29,50.511982
2012-03-30,50.534706
2012-04-02,50.552296
2012-04-03,50.565178
2012-04-04,50.584583
2012-04-05,50.613068
2012-04-09,50.65291
2012-04-10,50.703186
2012-04-11,50.752373
2012-04-12,50.78754
2012-04-13,50.799873
2012-04-16,50.777565
2012-04-17,50.70497
2012-04-18,50.605774
2012-04-19,50.512722
2012-04-20,50.435097
2012-04-23,50.36483
2012-04-24,50.294987
2012-04-25,50.21814
2012-04-26,50.166477
2012-04-27,50.165173
2012-04-30,50.212204
2012-05-01,50.277344
2012-05-02,50.328323
2012-05-03,50.34965
2012-05-04,50.338604
2012-05-07,50.293335
2012-05-08,50.225323
2012-05-09,50.15223
2012-05-10,50.09039
2012-05-11,50.05053
2012-05-14,50.032436
2012-05-15,50.02437
2012-05-16,50.012157
2012-05-17,49.98455
2012-05-18,49.930714
2012-05-21,49.85326
2012-05-22,49.785748
2012-05-23,49.75388
2012-05-24,49.772175
2012-05-25,49.833298
2012-05-29,49.91316
2012-05-30,49.99264
2012-05-31,50.06257
2012-06-01,50.117332
2012-06-04,50.144516
2012-06-05,50.1418
2012-06-06,50.11626
2012-06-07,50.084805
2012-06-08,50.06239
2012-06-11,50.06114
2012-06-12,50.077427
2012-06-13,50.103367
2012-06-14,50.128178
2012-06-15,50.142994
2012-06-18,50.146587
2012-06-19,50.149597
2012-06-20,50.162193
2012-06-21,50.18612
2012-06-22,50.211845
2012-06-25,50.232147
2012-06-26,50.236443
2012-06-27,50.221054
2012-06-28,50.192425
2012-06-29,50.157047
2012-07-02,50.13117
2012-07-03,50.131607
2012-07-05,50.16653
2012-07-06,50.236523
2012-07-09,50.326897
2012-07-10,50.42156
2012-07-11,50.50207
2012-07-12,50.55316
2012-07-13,50.56708
2012-07-16,50.55184
2012-07-17,50.5238
2012-07-18,50.497753
2012-07-19,50.482063
2012-07-20,50.48353
2012-07-23,50.495438
2012-07-24,50.50703
2012-07-25,50.50923
2012-07-26,50.482178
2012-07-27,50.419357
2012-07-30,50.338398
2012-07-31,50.268837
2012-08-01,50.241405
2012-08-02,50.264553
2012-08-03,50.32658
2012-08-06,50.410393
2012-08-07,50.500473
2012-08-08,50.581215
2012-08-09,50.640884
2012-08-10,50.677635
2012-08-13,50.6963
2012-08-14,50.70916
2012-08-15,50.726517
2012-08-16,50.75087
2012-08-17,50.78247
2012-08-20,50.825283
2012-08-21,50.888824
2012-08-22,50.96614
2012-08-23,51.05073
2012-08-24,51.12973
2012-08-27,51.191017
2012-08-28,51.236988
2012-08-29,51.272278
2012-08-30,51.299057
2012-08-31,51.311947
2012-09-04,51.30888
2012-09-05,51.29923
2012-09-06,51.28907
2012-09-07,51.28533
2012-09-10,51.294037
2012-09-11,51.303177
2012-09-12,51.299587
2012-09-13,51.284916
2012-09-14,51.27503
2012-09-17,51.287144
2012-09-18,51.3321
2012-09-19,51.407276
2012-09-20,51.49814
2012-09-21,51.583466
2012-09-24,51.647102
2012-09-25,51.67578
2012-09-26,51.65635
2012-09-27,51.586742
2012-09-28,51.493244
2012-10-01,51.39698
2012-10-02,51.30844
2012-10-03,51.23592
2012-10-04,51.190525
2012-10-05,51.172657
2012-10-08,51.16569
2012-10-09,51.145245
2012-10-10,51.09844
2012-10-11,51.032223
2012-10-12,50.95421
2012-10-15,50.87653
2012-10-16,50.81514
2012-10-17,50.789536
2012-10-18,50.80234
2012-10-19,50.83447
2012-10-22,50.84975
2012-10-23,50.84232
2012-10-24,50.80815
2012-10-25,50.753914
2012-10-26,50.68959
2012-10-31,50.62304
2012-11-01,50.5569
2012-11-02,50.49546
2012-11-05,50.431183
2012-11-06,50.365547
2012-11-07,50.30502
2012-11-08,50.241806
2012-11-09,50.15942
2012-11-12,50.06152
2012-11-13,49.961273
2012-11-14,49.87359
2012-11-15,49.8064
2012-11-16,49.754982
2012-11-19,49.714695
2012-11-20,49.70699
2012-11-21,49.74204
2012-11-23,49.81163
2012-11-26,49.903854
2012-11-27,50.01336
2012-11-28,50.126717
2012-11-29,50.225994
2012-11-30,50.30238
2012-12-03,50.351078
2012-12-04,50.37349
2012-12-05,50.36947
2012-12-06,50.31975
2012-12-07,50.225883
2012-12-10,50.09959
2012-12-11,49.959435
2012-12-12,49.83553
2012-12-13,49.74932
2012-12-14,49.70151
2012-12-17,49.670235
2012-12-18,49.641582
2012-12-19,49.621044
2012-12-20,49.611073
2012-12-21,49.607876
2012-12-24,49.606266
2012-12-26,49.603485
2012-12-27,49.5947
2012-12-28,49.579395
2012-12-31,49.557507
2013-01-02,49.545086
2013-01-03,49.56519
2013-01-04,49.620106
2013-01-07,49.68657
2013-01-08,49.737602
2013-01-09,49.758705
2013-01-10,49.744377
2013-01-11,49.70546
2013-01-14,49.657784
2013-01-15,49.60387
2013-01-16,49.536175
2013-01-17,49.466873
2013-01-18,49.41004
2013-01-22,49.37146
2013-01-23,49.354374
2013-01-24,49.362507
2013-01-25,49.35422
2013-01-28,49.29039
2013-01-29,49.17396
2013-01-30,49.038136
2013-01-31,48.9192
2013-02-01,48.84063
2013-02-04,48.807983
2013-02-05,48.805702
2013-02-06,48.822266
2013-02-07,48.848537
2013-02-08,48.8837
2013-02-11,48.931473
2013-02-12,48.992973
2013-02-13,49.055614
2013-02-14,49.104362
2013-02-15,49.13074
2013-02-19,49.13038
2013-02-20,49.106808
2013-02-21,49.063446
2013-02-22,49.006195
2013-02-25,48.948067
2013-02-26,48.896557
2013-02-27,48.858852
2013-02-28,48.836357
2013-03-01,48.82397
2013-03-04,48.809807
2013-03-05,48.780334
2013-03-06,48.739193
2013-03-07,48.69513
2013-03-08,48.65933
2013-03-11,48.640755
2013-03-12,48.64471
2013-03-13,48.66342
2013-03-14,48.684418
2013-03-15,48.70111
2013-03-18,48.717823
2013-03-19,48.746384
2013-03-20,48.790913
2013-03-21,48.844486
2013-03-22,48.89636
2013-03-25,48.94241
2013-03-26,48.981762
2013-03-27,49.011925
2013-03-28,49.02593
2013-04-01,49.01532
2013-04-02,48.972267
2013-04-03,48.90158
2013-04-04,48.820168
2013-04-05,48.74412
2013-04-08,48.68236
2013-04-09,48.640423
2013-04-10,48.6195
2013-04-11,48.62091
2013-04-12,48.640697
2013-04-15,48.667603
2013-04-16,48.68525
2013-04-17,48.687935
2013-04-18,48.6654
2013-04-19,48.609493
2013-04-22,48.526535
2013-04-23,48.438236
2013-04-24,48.370934
2013-04-25,48.33945
2013-04-26,48.3452
2013-04-29,48.383232
2013-04-30,48.448326
2013-05-01,48.536236
2013-05-02,48.633938
2013-05-03,48.72805
2013-05-06,48.810368
2013-05-07,48.881596
2013-05-08,48.941856
2013-05-09,48.99219
2013-05-10,49.03051
2013-05-13,49.051853
2013-05-14,49.055702
2013-05-15,49.03935
2013-05-16,48.995697
2013-05-17,48.930866
2013-05-20,48.85909
2013-05-21,48.80045
2013-05-22,48.766888
2013-05-23,48.76004
2013-05-24,48.77428
2013-05-28,48.801098
2013-05-29,48.82905
2013-05-30,48.851166
2013-05-31,48.869316
2013-06-03,48.885647
2013-06-04,48.90135
2013-06-05,48.91561
2013-06-06,48.92418
2013-06-07,48.920284
2013-06-10,48.903965
2013-06-11,48.878857
2013-06-12,48.849735
2013-06-13,48.81897
2013-06-14,48.7913
2013-06-17,48.7678
2013-06-18,48.74913
2013-06-19,48.736057
2013-06-20,48.723244
2013-06-21,48.703033
2013-06-24,48.671608
2013-06-25,48.625526
2013-06-26,48.568268
2013-06-27,48.50703
2013-06-28,48.44811
2013-07-01,48.399387
2013-07-02,48.37396
2013-07-03,48.383026
2013-07-05,48.426292
2013-07-08,48.48967
2013-07-09,48.552948
2013-07-10,48.60446
2013-07-11,48.639072
2013-07-12,48.660545
2013-07-15,48.675087
2013-07-16,48.6874
2013-07-17,48.70128
2013-07-18,48.71728
2013-07-19,48.733982
2013-07-22,48.744812
2013-07-23,48.74563
2013-07-24,48.73277
2013-07-25,48.719803
2013-07-26,48.719624
2013-07-29,48.73663
2013-07-30,48.77167
2013-07-31,48.821957
2013-08-01,48.878513
2013-08-02,48.932564
2013-08-05,48.980633
2013-08-06,49.02477
2013-08-07,49.063446
2013-08-08,49.093273
2013-08-09,49.111732
2013-08-12,49.114487
2013-08-13,49.10902
2013-08-14,49.11847
2013-08-15,49.161484
2013-08-16,49.237514
2013-08-19,49.333534
2013-08-20,49.433487
2013-08-21,49.516956
2013-08-22,49.570564
2013-08-23,49.592495
2013-08-26,49.588326
2013-08-27,49.569546
2013-08-28,49.538933
2013-08-29,49.500526
2013-08-30,49.461372
2013-09-03,49.424763
2013-09-04,49.393574
2013-09-05,49.376328
2013-09-06,49.37537
2013-09-09,49.388638
2013-09-10,49.41595
2013-09-11,49.446358
2013-09-12,49.45147
2013-09-13,49.419086
2013-09-16,49.352047
2013-09-17,49.256058
2013-09-18,49.149452
2013-09-19,49.05985
2013-09-20,49.01062
2013-09-23,49.005394
2013-09-24,49.046463
2013-09-25,49.123768
2013-09-26,49.21121
2013-09-27,49.28699
2013-09-30,49.33697
2013-10-01,49.353683
2013-10-02,49.34774
2013-10-03,49.336037
2013-10-04,49.32685
2013-10-07,49.322224
2013-10-08,49.32396
2013-10-09,49.327026
2013-10-10,49.32923
2013-10-11,49.33257
2013-10-14,49.340412
2013-10-15,49.355965
2013-10-16,49.38041
2013-10-17,49.412403
2013-10-18,49.449516
2013-10-21,49.489803
2013-10-22,49.53728
2013-10-23,49.590958
2013-10-24,49.64755
2013-10-25,49.705887
2013-10-28,49.75836
2013-10-29,49.799458
2013-10-30,49.818645
2013-10-31,49.816563
2013-11-01,49.79996
2013-11-04,49.775295
2013-11-05,49.753464
2013-11-06,49.741444
2013-11-07,49.739376
2013-11-08,49.73846
2013-11-11,49.736183
2013-11-12,49.732605
2013-11-13,49.72884
2013-11-14,49.726868
2013-11-15,49.732582
2013-11-18,49.74662
2013-11-19,49.761192
2013-11-20,49.76969
2013-11-21,49.766663
2013-11-22,49.75538
2013-11-25,49.74155
2013-11-26,49.732365
2013-11-27,49.73829
2013-11-29,49.770695
2013-12-02,49.83569
2013-12-03,49.92231
2013-12-04,50.020733
2013-12-05,50.118042
2013-12-06,50.20229
2013-12-09,50.26049
2013-12-10,50.291077
2013-12-11,50.29967
2013-12-12,50.291737
2013-12-13,50.27339
2013-12-16,50.247078
2013-12-17,50.21775
2013-12-18,50.189274
2013-12-19,50.161575
2013-12-20,50.13089
2013-12-23,50.099373
2013-12-24,50.085472
2013-12-26,50.09931
2013-12-27,50.13527
2013-12-30,50.178226
2013-12-31,50.209972
2014-01-02,50.22425
2014-01-03,50.218235
2014-01-06,50.187214
2014-01-07,50.137074
2014-01-08,50.07795
2014-01-09,50.023186
2014-01-10,49.978767
2014-01-13,49.94381
2014-01-14,49.918118
2014-01-15,49.9081
2014-01-16,49.923573
2014-01-17,49.96306
2014-01-21,50.00732
2014-01-22,50.043613
2014-01-23,50.068348
2014-01-24,50.085167
2014-01-27,50.09239
2014-01-28,50.091892
2014-01-29,50.05921
2014-01-30,49.977444
2014-01-31,49.854362
2014-02-03,49.71471
2014-02-04,49.587765
2014-02-05,49.499893
2014-02-06,49.46477
2014-02-07,49.48009
2014-02-10,49.53446
2014-02-11,49.614746
2014-02-12,49.708508
2014-02-13,49.801582
2014-02-14,49.886692
2014-02-18,49.95894
2014-02-19,50.015965
2014-02-20,50.051666
2014-02-21,50.059494
2014-02-24,50.03691
2014-02-25,49.99183
2014-02-26,49.934395
2014-02-27,49.872776
2014-02-28,49.82189
2014-03-03,49.791588
2014-03-04,49.78397
2014-03-05,49.796886
2014-03-06,49.824005
2014-03-07,49.855507
2014-03-10,49.882397
2014-03-11,49.899914
2014-03-12,49.910854
2014-03-13,49.919914
2014-03-14,49.926037
2014-03-17,49.923573
2014-03-18,49.911377
2014-03-19,49.89547
2014-03-20,49.882187
2014-03-21,49.87352
2014-03-24,49.871834
2014-03-25,49.88152
2014-03-26,49.90638
2014-03-27,49.940735
2014-03-28,49.973633
2014-03-31,49.99615
2014-04-01,50.004486
2014-04-02,50.003353
2014-04-03,50.000122
2014-04-04,49.99756
2014-04-07,49.99153
2014-04-08,49.97354
2014-04-09,49.940937
2014-04-10,49.902832
2014-04-11,49.865795
2014-04-14,49.831825
2014-04-15,49.803925
2014-04-16,49.781963
2014-04-17,49.76551
2014-04-21,49.758133
2014-04-22,49.76546
2014-04-23,49.78826
2014-04-24,49.817024
2014-04-25,49.869
2014-04-28,49.95729
2014-04-29,50.089085
2014-04-30,50.25201
2014-05-01,50.416992
2014-05-02,50.555782
2014-05-05,50.650963
2014-05-06,50.70447
2014-05-07,50.72307
2014-05-08,50.715855
2014-05-09,50.69346
2014-05-12,50.66419
2014-05-13,50.639446
2014-05-14,50.62705
2014-05-15,50.628124
2014-05-16,50.63548
2014-05-19,50.647186
2014-05-20,50.666996
2014-05-21,50.69556
2014-05-22,50.730488
2014-05-23,50.767483
2014-05-27,50.805958
2014-05-28,50.852013
2014-05-29,50.905453
2014-05-30,50.967922
2014-06-02,51.03436
2014-06-03,51.092445
2014-06-04,51.138405
2014-06-05,51.17713
2014-06-06,51.214184
2014-06-09,51.249935
2014-06-10,51.288994
2014-06-11,51.33485
2014-06-12,51.383095
2014-06-13,51.418552
2014-06-16,51.425743
2014-06-17,51.405735
2014-06-18,51.368675
2014-06-19,51.327927
2014-06-20,51.293243
2014-06-23,51.265102
2014-06-24,51.24128
2014-06-25,51.21749
2014-06-26,51.1922
2014-06-27,51.169495
2014-06-30,51.158966
2014-07-01,51.170135
2014-07-02,51.206448
2014-07-03,51.261417
2014-07-07,51.32522
2014-07-08,51.396004
2014-07-09,51.46644
2014-07-10,51.52742
2014-07-11,51.57082
2014-07-14,51.594254
2014-07-15,51.606567
2014-07-16,51.61115
2014-07-17,51.60696
2014-07-18,51.586185
2014-07-21,51.553528
2014-07-22,51.516212
2014-07-23,51.485016
2014-07-24,51.479755
2014-07-25,51.507847
2014-07-28,51.565456
2014-07-29,51.64603
2014-07-30,51.73312
2014-07-31,51.807983
2014-08-01,51.84561
2014-08-04,51.838562
2014-08-05,51.793713
2014-08-06,51.72541
2014-08-07,51.6511
2014-08-08,51.586193
2014-08-11,51.541435
2014-08-12,51.526016
2014-08-13,51.53936
2014-08-14,51.578506
2014-08-15,51.635624
2014-08-18,51.700966
2014-08-19,51.769848
2014-08-20,51.843613
2014-08-21,51.919933
2014-08-22,51.99233
2014-08-25,52.057083
2014-08-26,52.111877
2014-08-27,52.1512
2014-08-28,52.178455
2014-08-29,52.19907
2014-09-02,52.217686
2014-09-03,52.240265
2014-09-04,52.24602
2014-09-05,52.21588
2014-09-08,52.15304
2014-09-09,52.070408
2014-09-10,51.983715
2014-09-11,51.923325
2014-09-12,51.909657
2014-09-15,51.944107
2014-09-16,52.0119
2014-09-17,52.086773
2014-09-18,52.14953
2014-09-19,52.191322
2014-09-22,52.207363
2014-09-23,52.201096
2014-09-24,52.189533
2014-09-25,52.182323
2014-09-26,52.162704
2014-09-29,52.13356
2014-09-30,52.101025
2014-10-01,52.07384
2014-10-02,52.050346
2014-10-03,52.03131
2014-10-06,52.01674
2014-10-07,52.006046
2014-10-08,51.994354
2014-10-09,51.9892
2014-10-10,51.99791
2014-10-13,52.019592
2014-10-14,52.04386
2014-10-15,52.055584
2014-10-16,52.040924
2014-10-17,51.991947
2014-10-20,51.9222
2014-10-21,51.86259
2014-10-22,51.848946
2014-10-23,51.89687
2014-10-24,52.00516
2014-10-27,52.15396
2014-10-28,52.31104
2014-10-29,52.45402
2014-10-30,52.571125
2014-10-31,52.6554
2014-11-03,52.711933
2014-11-04,52.756386
2014-11-05,52.795677
2014-11-06,52.831818
2014-11-07,52.865044
2014-11-10,52.894875
2014-11-11,52.918655
2014-11-12,52.93867
2014-11-13,52.965088
2014-11-14,53.01082
2014-11-17,53.084766
2014-11-18,53.180737
2014-11-19,53.290516
2014-11-20,53.396305
2014-11-21,53.489788
2014-11-24,53.566864
2014-11-25,53.636795
2014-11-26,53.700153
2014-11-28,53.76091
2014-12-01,53.8191
2014-12-02,53.850155
2014-12-03,53.836308
2014-12-04,53.785477
2014-12-05,53.71452
2014-12-08,53.639854
2014-12-09,53.561512
2014-12-10,53.49003
2014-12-11,53.423965
2014-12-12,53.36006
2014-12-15,53.289074
2014-12-16,53.201477
2014-12-17,53.09214
2014-12-18,52.983368
2014-12-19,52.916203
2014-12-22,52.90824
2014-12-23,52.95949
2014-12-24,53.0501
2014-12-26,53.148846
2014-12-29,53.239376
2014-12-30,53.312336
2014-12-31,53.35644
2015-01-02,53.357758
2015-01-05,53.31111
2015-01-06,53.211235
2015-01-07,53.071003
2015-01-08,52.924805
2015-01-09,52.826538
2015-01-12,52.806538
