Price,Close,High,Low,Open,Volume
Ticker,NOK,NOK,NOK,NOK,NOK
Date,,,,,
2000-01-03,23.026941299438477,23.76577364059693,22.411247681806433,23.704204278833725,20275200
2000-01-04,21.303007125854492,22.234244070301166,21.272222433476088,21.79556220390893,19410000
2000-01-05,20.93358612060547,21.487710459092085,19.79455275816076,20.710397150937247,25034000
2000-01-06,18.84022331237793,21.056720172657684,18.84022331237793,20.687304029277726,19321600
2000-01-07,21.056724548339844,21.179863288388614,19.91769120288871,19.91769120288871,18058800
2000-01-10,22.034133911132812,22.19575347527315,21.456921182060174,21.980260723086033,15488400
2000-01-11,20.93358612060547,21.657026229185217,20.6719162940979,21.410748745413386,11361200
2000-01-12,21.010543823242188,21.580060395740325,20.84122808547247,21.179859561011902,10398000
2000-01-13,21.918697357177734,22.041836106375364,21.433838532212075,21.903305013528033,9789200
2000-01-14,22.65752410888672,22.765270487121914,22.288107954937477,22.334284974181134,10158400
2000-01-18,22.026439666748047,22.318894141708363,21.887908599661582,22.16497073383451,11217600
2000-01-19,22.16497230529785,22.22654167281257,21.587759484847385,21.587759484847385,8918400
2000-01-20,22.134187698364258,22.303503459617392,21.718594466197473,22.280414946719237,7726800
2000-01-21,22.780662536621094,22.988459120570003,21.864818333290717,22.14957661499848,13140400
2000-01-24,22.16497230529785,23.01924727956454,21.810948442088232,22.87302003171709,14712000
2000-01-25,22.534387588500977,22.649830147868297,22.04183266853374,22.172667569150036,9765200
2000-01-26,22.534387588500977,22.83453824285601,22.349679493513264,22.41124885850917,9683600
2000-01-27,21.980266571044922,22.472821564233605,21.426142203707656,22.041835945193508,12648000
2000-01-28,22.180362701416016,23.273218878932003,21.55697291001605,22.96537206836412,17278000
2000-01-31,22.780662536621094,22.965370611242346,21.81094514485952,22.388157878050933,13581600
2000-02-01,22.719093322753906,23.519494984531143,21.857122302378418,22.595954605557406,33697600
2000-02-02,22.90380096435547,22.996155000502064,22.442030783622496,22.765269910135576,17514800
2000-02-03,23.8889102935791,23.8889102935791,22.780661877897597,22.903800590751096,19432800
2000-02-04,23.642637252807617,24.07362282772859,23.396359781424206,23.596460226923227,12446400
2000-02-07,23.719600677490234,23.94278965206753,23.58106958982157,23.85043559362175,9087200
2000-02-08,25.366575241088867,25.366575241088867,24.196757450844476,24.25832680822576,17232400
2000-02-09,24.797061920166016,25.705210060010707,24.797061920166016,25.297313014148262,15762800
2000-02-10,24.750885009765625,25.04333949682131,24.412253498437984,24.874023741157494,13225600
2000-02-11,24.258337020874023,24.51231072699358,23.827351337762046,24.304514058350307,11219200
2000-02-14,23.935091018676758,24.258330189990076,23.565674822890106,23.95048336016787,11966800
2000-02-15,23.519500732421875,23.79656291382475,23.165476833962646,23.45793135877679,14093600
2000-02-16,23.2424373626709,23.7657770118966,23.026944565930904,23.05003307986733,16730000
2000-02-17,23.85813331604004,24.012056756788684,23.257831897120322,23.573374950655047,13523200
2000-02-18,23.388662338256836,24.196760247278544,23.334789144322055,24.150583223905873,10458400
2000-02-22,23.642637252807617,24.44303903480371,23.504106175154448,24.289115615189075,14034800
2000-02-23,25.366575241088867,25.366575241088867,24.22754212953512,24.681616140222086,12804800
2000-02-24,24.997159957885742,25.174171866454515,24.581566781246018,24.9817676180102,11016800
2000-02-25,25.228052139282227,25.44354495804364,24.67392774818146,24.84324353435114,10827600
2000-02-28,25.027942657470703,25.243435398678937,24.319895079215073,24.66622269901402,12043600
2000-02-29,24.443038940429688,24.781670462274434,24.227546153801214,24.781670462274434,13938400
2000-03-01,24.812458038330078,24.812458038330078,24.443041789620448,24.566180539190327,10253200
2000-03-02,26.105405807495117,26.58256829572174,24.673918342815256,24.689310681145148,18084000
2000-03-03,27.213655471801758,27.259832489005042,26.505607874684742,26.59796190909131,11078800
2000-03-06,27.89092254638672,27.96018808251185,27.521506353719342,27.64464508460847,9673600
2000-03-07,26.75188636779785,27.629249729687654,26.59796297097508,27.521503351911715,9668000
2000-03-08,26.0284481048584,26.5363953475907,25.243438729726655,26.505610666212988,12309200
2000-03-09,26.413253784179688,26.43634229273229,25.55128279821578,25.920698935057455,11041600
2000-03-10,26.474828720092773,27.144395609234653,26.367082324138906,26.813460250233494,10617200
2000-03-13,26.474828720092773,26.736498538837875,25.243441337762874,25.243441337762874,14619200
2000-03-14,25.428146362304688,26.82884933988927,25.30500763900055,26.597964233694007,12011600
2000-03-15,24.135196685791016,25.058737375298325,23.642641651387116,24.87402923739686,26281600
2000-03-16,24.8740234375,25.24343962716584,22.411248839727723,24.25832978805693,26679600
2000-03-17,24.61235237121582,24.874022158777212,24.073620455648243,24.258328540985698,12868000
2000-03-20,24.8740234375,25.659032840539915,24.527695759688275,24.627745977722775,14041200
2000-03-21,26.043846130371094,26.251642775028312,24.258334220723903,24.550788757648874,14905600
2000-03-22,26.96738052368164,27.136696268978728,25.443538816007848,25.82065115780591,15502800
2000-03-23,27.139400482177734,27.278418469849676,26.536989202265993,26.984936051431134,13121200
